model,aggregation,version,k,lambda,bias,seed,valid_acc,test_acc,train_acc,valid_mrr,test_mrr,hits_1,hits_3,hits_10,train_time,convergence
roberta,sum,fb237_v1_ind_seed7001,50,1.0,16,7001,0.658,0.5935,0.9409,0.7649,0.7454,0.5935,0.8832,0.9579,68.7,Reach max iteration 50 | best_iter=33
roberta,sum,fb237_v1_ind_seed7009,75,5.0,16,7009,0.6548,0.6618,0.941,0.7903,0.7809,0.6618,0.8744,0.9807,91.1,Reach max iteration 50 | best_iter=15
roberta,sum,fb237_v1_ind_seed7001,75,5.0,32,7001,0.6788,0.6262,0.9409,0.7948,0.7697,0.6262,0.9112,0.9626,92.0,Reach max iteration 50 | best_iter=9
roberta,sum,fb237_v1_ind_seed7005,75,5.0,32,7005,0.662,0.6048,0.9414,0.7805,0.7581,0.6048,0.9048,0.9571,91.2,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v1_ind_seed7009,75,5.0,32,7009,0.6345,0.6522,0.941,0.7767,0.774,0.6522,0.8792,0.9565,93.2,Reach max iteration 50 | best_iter=44
roberta,sum,fb237_v1_ind_seed7001,75,5.0,48,7001,0.6839,0.6215,0.9409,0.8008,0.7692,0.6215,0.8972,0.9673,90.8,Reach max iteration 50 | best_iter=11
roberta,sum,fb237_v1_ind_seed7005,75,5.0,48,7005,0.6761,0.6286,0.9414,0.7941,0.7713,0.6286,0.8952,0.9667,94.8,Reach max iteration 50 | best_iter=28
roberta,sum,fb237_v1_ind_seed7009,75,5.0,48,7009,0.6294,0.657,0.941,0.7724,0.7835,0.657,0.8841,0.9807,91.4,Reach max iteration 50 | best_iter=10
roberta,sum,fb237_v1_ind_seed7001,75,5.0,64,7001,0.6684,0.6308,0.9409,0.781,0.7713,0.6308,0.8972,0.986,92.8,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v1_ind_seed7005,75,5.0,64,7005,0.6808,0.6095,0.9414,0.7948,0.7615,0.6095,0.9048,0.9571,93.7,Reach max iteration 50 | best_iter=33
roberta,sum,fb237_v1_ind_seed7009,75,5.0,64,7009,0.6244,0.6763,0.941,0.7708,0.7862,0.6763,0.8889,0.9469,90.7,Reach max iteration 50 | best_iter=9
roberta,sum,fb237_v1_ind_seed7001,75,5.0,80,7001,0.6839,0.6355,0.9409,0.7948,0.7781,0.6355,0.9112,0.9766,91.7,Reach max iteration 50 | best_iter=28
roberta,sum,fb237_v1_ind_seed7005,75,5.0,80,7005,0.6901,0.5952,0.9414,0.8009,0.7506,0.5952,0.881,0.9571,93.2,Reach max iteration 50 | best_iter=11
roberta,sum,fb237_v1_ind_seed7009,75,5.0,80,7009,0.6193,0.657,0.941,0.7634,0.7804,0.657,0.8889,0.9614,91.6,Reach max iteration 50 | best_iter=30
roberta,sum,fb237_v1_ind_seed7001,75,5.0,96,7001,0.6632,0.6262,0.9409,0.7855,0.7698,0.6262,0.9112,0.972,93.0,Reach max iteration 50 | best_iter=19
roberta,sum,fb237_v1_ind_seed7005,75,5.0,96,7005,0.6808,0.6286,0.9414,0.7956,0.7698,0.6286,0.9048,0.9571,93.3,Reach max iteration 50 | best_iter=21
roberta,sum,fb237_v1_ind_seed7009,75,5.0,96,7009,0.6396,0.6522,0.941,0.7798,0.7727,0.6522,0.8792,0.9614,91.5,Reach max iteration 50 | best_iter=17
roberta,sum,fb237_v1_ind_seed7001,75,10.0,16,7001,0.6373,0.5981,0.9409,0.7716,0.7483,0.5981,0.8879,0.9579,92.1,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v1_ind_seed7005,75,10.0,16,7005,0.662,0.5952,0.9414,0.7853,0.7475,0.5952,0.8762,0.9571,91.6,Reach max iteration 50 | best_iter=14
roberta,sum,fb237_v1_ind_seed7009,75,10.0,16,7009,0.6447,0.657,0.9405,0.7819,0.7747,0.657,0.8647,0.9758,92.4,Reach max iteration 50 | best_iter=12
roberta,sum,fb237_v1_ind_seed7001,75,10.0,32,7001,0.6839,0.6121,0.9409,0.7966,0.7615,0.6121,0.8972,0.9626,93.7,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v1_ind_seed7005,75,10.0,32,7005,0.6573,0.619,0.9414,0.783,0.7703,0.619,0.9286,0.9667,93.2,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v1_ind_seed7009,75,10.0,32,7009,0.6294,0.6715,0.9405,0.7745,0.789,0.6715,0.8841,0.9614,92.8,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v1_ind_seed7001,75,10.0,48,7001,0.6632,0.6121,0.9404,0.7885,0.7608,0.6121,0.9019,0.972,93.3,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v1_ind_seed7005,75,10.0,48,7005,0.6761,0.619,0.9414,0.7935,0.7671,0.619,0.9,0.9714,93.5,Reach max iteration 50 | best_iter=46
roberta,sum,fb237_v1_ind_seed7009,75,10.0,48,7009,0.6447,0.6618,0.9405,0.7864,0.781,0.6618,0.8792,0.971,93.1,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v1_ind_seed7001,75,10.0,64,7001,0.6736,0.6542,0.9409,0.7941,0.7869,0.6542,0.9065,0.972,92.8,Reach max iteration 50 | best_iter=20
roberta,sum,fb237_v1_ind_seed7005,75,10.0,64,7005,0.6714,0.6238,0.9414,0.7896,0.7754,0.6238,0.9143,0.9619,93.4,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v1_ind_seed7009,75,10.0,64,7009,0.6294,0.6618,0.9405,0.7782,0.7847,0.6618,0.8937,0.9758,93.3,Reach max iteration 50 | best_iter=10
roberta,sum,fb237_v1_ind_seed7001,75,10.0,80,7001,0.6736,0.6168,0.9404,0.7941,0.767,0.6168,0.9112,0.986,93.1,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v1_ind_seed7005,75,10.0,80,7005,0.6808,0.6095,0.9414,0.7975,0.7582,0.6095,0.8905,0.9714,93.3,Reach max iteration 50 | best_iter=45
roberta,sum,fb237_v1_ind_seed7009,75,10.0,80,7009,0.6294,0.6473,0.9395,0.7644,0.7712,0.6473,0.8744,0.9469,91.0,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v1_ind_seed7001,75,10.0,96,7001,0.6632,0.6402,0.9409,0.7925,0.7794,0.6402,0.8972,0.9766,92.5,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v1_ind_seed7005,75,10.0,96,7005,0.6901,0.6333,0.9414,0.8038,0.777,0.6333,0.9,0.9667,93.8,Reach max iteration 50 | best_iter=13
roberta,sum,fb237_v1_ind_seed7009,75,10.0,96,7009,0.6396,0.6667,0.9405,0.7813,0.784,0.6667,0.8792,0.9662,93.4,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v1_ind_seed7001,75,50.0,16,7001,0.6995,0.6402,0.8728,0.8157,0.7832,0.6402,0.9112,0.9766,90.7,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v1_ind_seed7005,75,50.0,16,7005,0.6948,0.6857,0.899,0.8115,0.8067,0.6857,0.9143,0.9857,91.5,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v1_ind_seed7009,75,50.0,16,7009,0.665,0.686,0.911,0.7984,0.8056,0.686,0.9034,1.0,92.1,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v1_ind_seed7001,75,50.0,32,7001,0.715,0.6636,0.9039,0.8212,0.7961,0.6636,0.9159,0.9673,92.2,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v1_ind_seed7005,75,50.0,32,7005,0.7183,0.6714,0.8894,0.8194,0.8028,0.6714,0.9286,0.9762,93.2,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v1_ind_seed7009,75,50.0,32,7009,0.665,0.7005,0.924,0.7972,0.8149,0.7005,0.9082,0.9903,93.6,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v1_ind_seed7001,75,50.0,48,7001,0.6891,0.6495,0.9039,0.8053,0.7949,0.6495,0.9252,0.9766,94.1,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v1_ind_seed7005,75,50.0,48,7005,0.6854,0.6667,0.9228,0.8081,0.8059,0.6667,0.9286,0.981,93.5,Reach max iteration 50 | best_iter=23
roberta,sum,fb237_v1_ind_seed7009,75,50.0,48,7009,0.665,0.6957,0.903,0.7957,0.8109,0.6957,0.913,0.9855,93.2,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v1_ind_seed7001,75,50.0,64,7001,0.7098,0.6589,0.9134,0.8199,0.8032,0.6589,0.9393,0.986,93.4,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v1_ind_seed7005,75,50.0,64,7005,0.6854,0.6667,0.9273,0.8075,0.8014,0.6667,0.9238,0.9762,93.8,Reach max iteration 50 | best_iter=45
roberta,sum,fb237_v1_ind_seed7009,75,50.0,64,7009,0.665,0.686,0.9125,0.7968,0.8088,0.686,0.9227,0.9855,93.1,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v1_ind_seed7001,75,50.0,80,7001,0.7254,0.6589,0.8803,0.8262,0.7986,0.6589,0.9206,0.9766,92.9,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v1_ind_seed7005,75,50.0,80,7005,0.6995,0.6476,0.9278,0.8103,0.7893,0.6476,0.919,0.9857,93.7,Reach max iteration 50 | best_iter=25
roberta,sum,fb237_v1_ind_seed7009,75,50.0,80,7009,0.6751,0.6908,0.917,0.8015,0.8088,0.6908,0.8986,0.9952,93.0,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v1_ind_seed7001,75,50.0,96,7001,0.7098,0.6822,0.9234,0.82,0.8097,0.6822,0.9346,0.9813,93.7,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v1_ind_seed7005,75,50.0,96,7005,0.6948,0.6857,0.9288,0.8124,0.8106,0.6857,0.9286,0.981,94.3,Reach max iteration 50 | best_iter=22
roberta,sum,fb237_v1_ind_seed7009,75,50.0,96,7009,0.6497,0.6957,0.9115,0.7889,0.8147,0.6957,0.9275,0.9807,94.5,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v1_ind_seed7001,75,100.0,16,7001,0.7098,0.6776,0.7987,0.8144,0.8043,0.6776,0.9252,0.9673,60.8,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v1_ind_seed7005,75,100.0,16,7005,0.7136,0.6619,0.839,0.8202,0.7975,0.6619,0.9143,0.9905,61.2,Reach max iteration 50 | best_iter=13
roberta,sum,fb237_v1_ind_seed7009,75,100.0,16,7009,0.6853,0.7053,0.83,0.8054,0.8155,0.7053,0.9179,0.9952,60.6,Reach max iteration 50 | best_iter=36
roberta,sum,fb237_v1_ind_seed7001,75,100.0,32,7001,0.6995,0.6682,0.8613,0.809,0.7992,0.6682,0.9065,0.9766,78.9,Reach max iteration 50 | best_iter=15
roberta,sum,fb237_v1_ind_seed7005,75,100.0,32,7005,0.7136,0.6857,0.8597,0.8194,0.8094,0.6857,0.9238,0.9857,75.6,Reach max iteration 50 | best_iter=14
roberta,sum,fb237_v1_ind_seed7009,75,100.0,32,7009,0.6904,0.6957,0.8615,0.8118,0.8141,0.6957,0.9179,0.9952,76.1,Reach max iteration 50 | best_iter=32
roberta,sum,fb237_v1_ind_seed7001,75,100.0,48,7001,0.7047,0.6916,0.8348,0.8166,0.8129,0.6916,0.9159,0.972,92.3,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v1_ind_seed7005,75,100.0,48,7005,0.7183,0.7,0.8364,0.8223,0.8163,0.7,0.9238,0.981,93.2,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v1_ind_seed7009,75,100.0,48,7009,0.6802,0.6957,0.871,0.8097,0.8137,0.6957,0.9227,0.9855,91.4,Reach max iteration 50 | best_iter=17
roberta,sum,fb237_v1_ind_seed7001,75,100.0,64,7001,0.7409,0.6682,0.8317,0.8318,0.8043,0.6682,0.9346,0.9813,93.3,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v1_ind_seed7005,75,100.0,64,7005,0.7089,0.7,0.8708,0.8192,0.8223,0.7,0.9381,0.9857,93.8,Reach max iteration 50 | best_iter=10
roberta,sum,fb237_v1_ind_seed7009,75,100.0,64,7009,0.6954,0.686,0.873,0.8161,0.8094,0.686,0.9179,0.9952,92.9,Reach max iteration 50 | best_iter=24
roberta,sum,fb237_v1_ind_seed7001,75,100.0,80,7001,0.7202,0.6682,0.8673,0.8232,0.8053,0.6682,0.9252,0.986,93.0,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v1_ind_seed7005,75,100.0,80,7005,0.7183,0.6952,0.8824,0.8226,0.8171,0.6952,0.9286,0.981,93.5,Reach max iteration 50 | best_iter=32
roberta,sum,fb237_v1_ind_seed7009,75,100.0,80,7009,0.6853,0.7053,0.8825,0.8094,0.8184,0.7053,0.913,0.9855,92.9,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v1_ind_seed7001,75,100.0,96,7001,0.6995,0.6729,0.8818,0.8108,0.8048,0.6729,0.9299,0.986,93.5,Reach max iteration 50 | best_iter=12
roberta,sum,fb237_v1_ind_seed7005,75,100.0,96,7005,0.723,0.7095,0.8819,0.8264,0.8282,0.7095,0.9286,0.981,93.6,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v1_ind_seed7009,75,100.0,96,7009,0.6802,0.7053,0.8665,0.8056,0.8219,0.7053,0.9324,0.9903,93.2,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v1_ind_seed7001,75,500.0,16,7001,0.5699,0.5327,0.5448,0.6823,0.6651,0.5327,0.7617,0.8645,43.9,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v1_ind_seed7005,75,500.0,16,7005,0.5023,0.5238,0.5482,0.6371,0.6554,0.5238,0.7381,0.8762,44.0,Reach max iteration 50 | best_iter=23
roberta,sum,fb237_v1_ind_seed7009,75,500.0,16,7009,0.5178,0.5507,0.523,0.6425,0.6698,0.5507,0.7391,0.8696,44.2,Reach max iteration 50 | best_iter=16
roberta,sum,fb237_v1_ind_seed7001,75,500.0,32,7001,0.6218,0.5841,0.6024,0.7305,0.7047,0.5841,0.785,0.9112,44.5,Reach max iteration 50 | best_iter=41
roberta,sum,fb237_v1_ind_seed7005,75,500.0,32,7005,0.5728,0.5476,0.5962,0.6958,0.6845,0.5476,0.781,0.8952,45.1,Reach max iteration 50 | best_iter=21
roberta,sum,fb237_v1_ind_seed7009,75,500.0,32,7009,0.5838,0.628,0.5905,0.708,0.7381,0.628,0.8164,0.9082,45.5,Reach max iteration 50 | best_iter=24
roberta,sum,fb237_v1_ind_seed7001,75,500.0,48,7001,0.6269,0.5748,0.6124,0.7364,0.7009,0.5748,0.7897,0.9252,46.2,Reach max iteration 50 | best_iter=40
roberta,sum,fb237_v1_ind_seed7005,75,500.0,48,7005,0.5775,0.581,0.628,0.7091,0.7096,0.581,0.7952,0.9,46.5,Reach max iteration 50 | best_iter=20
roberta,sum,fb237_v1_ind_seed7009,75,500.0,48,7009,0.6244,0.6812,0.632,0.7374,0.7737,0.6812,0.8406,0.9179,45.5,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v1_ind_seed7001,75,500.0,64,7001,0.6839,0.6215,0.6495,0.7792,0.7388,0.6215,0.8084,0.9299,47.0,Reach max iteration 50 | best_iter=22
roberta,sum,fb237_v1_ind_seed7005,75,500.0,64,7005,0.6291,0.5905,0.6431,0.7505,0.7216,0.5905,0.7952,0.9048,48.6,Reach max iteration 50 | best_iter=9
roberta,sum,fb237_v1_ind_seed7009,75,500.0,64,7009,0.6091,0.6715,0.6495,0.7315,0.7702,0.6715,0.8406,0.9275,48.3,Reach max iteration 50 | best_iter=9
roberta,sum,fb237_v1_ind_seed7001,75,500.0,80,7001,0.6891,0.6308,0.6795,0.7872,0.7478,0.6308,0.8271,0.9439,55.3,Reach max iteration 50 | best_iter=25
roberta,sum,fb237_v1_ind_seed7005,75,500.0,80,7005,0.6479,0.6048,0.6694,0.765,0.7352,0.6048,0.8333,0.9238,50.9,Reach max iteration 50 | best_iter=11
roberta,sum,fb237_v1_ind_seed7009,75,500.0,80,7009,0.6396,0.686,0.661,0.7529,0.7852,0.686,0.8599,0.9469,54.9,Reach max iteration 50 | best_iter=17
roberta,sum,fb237_v1_ind_seed7001,75,500.0,96,7001,0.6839,0.6308,0.685,0.7837,0.7529,0.6308,0.8598,0.9486,62.2,Reach max iteration 50 | best_iter=13
roberta,sum,fb237_v1_ind_seed7005,75,500.0,96,7005,0.6573,0.6381,0.6673,0.7705,0.7501,0.6381,0.8238,0.9524,61.2,Reach max iteration 50 | best_iter=19
roberta,sum,fb237_v1_ind_seed7009,75,500.0,96,7009,0.6345,0.6908,0.68,0.7502,0.7911,0.6908,0.8792,0.942,59.7,Reach max iteration 50 | best_iter=43
roberta,sum,fb237_v1_ind_seed7001,75,1000.0,16,7001,0.3938,0.3224,0.357,0.4985,0.4787,0.3224,0.5841,0.7103,43.0,Reach max iteration 50 | best_iter=42
roberta,sum,fb237_v1_ind_seed7005,75,1000.0,16,7005,0.2864,0.2762,0.3044,0.4364,0.4394,0.2762,0.5333,0.7619,36.0,Reach max iteration 50 | best_iter=1
roberta,sum,fb237_v1_ind_seed7009,75,1000.0,16,7009,0.3604,0.3768,0.3595,0.4945,0.5074,0.3768,0.5652,0.7778,43.9,Reach max iteration 50 | best_iter=41
roberta,sum,fb237_v1_ind_seed7001,75,1000.0,32,7001,0.4145,0.4065,0.4206,0.5432,0.5509,0.4065,0.6449,0.785,43.8,Reach max iteration 50 | best_iter=49
roberta,sum,fb237_v1_ind_seed7005,75,1000.0,32,7005,0.385,0.4095,0.4266,0.5279,0.5462,0.4095,0.6143,0.8048,43.9,Reach max iteration 50 | best_iter=23
roberta,sum,fb237_v1_ind_seed7009,75,1000.0,32,7009,0.401,0.4348,0.4135,0.5329,0.5536,0.4348,0.5942,0.8068,43.7,Reach max iteration 50 | best_iter=49
roberta,sum,fb237_v1_ind_seed7001,75,1000.0,48,7001,0.4922,0.4813,0.4772,0.6197,0.6161,0.4813,0.715,0.8224,43.2,Reach max iteration 50 | best_iter=43
roberta,sum,fb237_v1_ind_seed7005,75,1000.0,48,7005,0.4085,0.4286,0.4483,0.5386,0.5651,0.4286,0.6476,0.8095,44.0,Reach max iteration 50 | best_iter=25
roberta,sum,fb237_v1_ind_seed7009,75,1000.0,48,7009,0.4315,0.5024,0.452,0.5761,0.619,0.5024,0.6812,0.8551,44.0,Reach max iteration 50 | best_iter=29
roberta,sum,fb237_v1_ind_seed7001,75,1000.0,64,7001,0.513,0.5047,0.5023,0.6356,0.6312,0.5047,0.7103,0.8505,43.9,Reach max iteration 50 | best_iter=39
roberta,sum,fb237_v1_ind_seed7005,75,1000.0,64,7005,0.4507,0.4714,0.4947,0.5871,0.6053,0.4714,0.6905,0.8381,43.9,Reach max iteration 50 | best_iter=22
roberta,sum,fb237_v1_ind_seed7009,75,1000.0,64,7009,0.4822,0.5411,0.5015,0.6186,0.6603,0.5411,0.7391,0.8744,43.8,Reach max iteration 50 | best_iter=29
roberta,sum,fb237_v1_ind_seed7001,75,1000.0,80,7001,0.5285,0.4953,0.5128,0.6521,0.6318,0.4953,0.7196,0.8551,44.2,Reach max iteration 50 | best_iter=46
roberta,sum,fb237_v1_ind_seed7005,75,1000.0,80,7005,0.4507,0.4905,0.5063,0.5934,0.6225,0.4905,0.7095,0.8619,45.5,Reach max iteration 50 | best_iter=49
roberta,sum,fb237_v1_ind_seed7009,75,1000.0,80,7009,0.5076,0.5507,0.5125,0.6336,0.6686,0.5507,0.744,0.8696,44.6,Reach max iteration 50 | best_iter=40
roberta,sum,fb237_v1_ind_seed7001,75,1000.0,96,7001,0.5544,0.528,0.5173,0.6658,0.6497,0.528,0.7103,0.8738,44.5,Reach max iteration 50 | best_iter=14
roberta,sum,fb237_v1_ind_seed7005,75,1000.0,96,7005,0.4836,0.5048,0.528,0.6165,0.6345,0.5048,0.7095,0.8619,44.9,Reach max iteration 50 | best_iter=25
roberta,sum,fb237_v1_ind_seed7009,75,1000.0,96,7009,0.5228,0.5749,0.5245,0.6493,0.6886,0.5749,0.7536,0.8841,45.0,Reach max iteration 50 | best_iter=19
roberta,sum,fb237_v1_ind_seed7001,100,1.0,16,7001,0.6373,0.6262,0.9409,0.767,0.7637,0.6262,0.8925,0.9626,117.3,Reach max iteration 50 | best_iter=29
roberta,sum,fb237_v1_ind_seed7005,100,1.0,16,7005,0.6432,0.6238,0.9414,0.7644,0.7611,0.6238,0.881,0.9619,119.4,Reach max iteration 50 | best_iter=27
roberta,sum,fb237_v1_ind_seed7009,100,1.0,16,7009,0.6396,0.6667,0.941,0.7792,0.7796,0.6667,0.8696,0.9565,119.3,Reach max iteration 50 | best_iter=24
roberta,sum,fb237_v1_ind_seed7001,100,1.0,32,7001,0.6632,0.6215,0.9409,0.7724,0.7651,0.6215,0.9019,0.9673,118.8,Reach max iteration 50 | best_iter=17
roberta,sum,fb237_v1_ind_seed7005,100,1.0,32,7005,0.6432,0.6286,0.9414,0.773,0.7709,0.6286,0.8952,0.9667,120.1,Reach max iteration 50 | best_iter=46
roberta,sum,fb237_v1_ind_seed7009,100,1.0,32,7009,0.6244,0.6522,0.941,0.7711,0.77,0.6522,0.8744,0.9565,116.8,Reach max iteration 50 | best_iter=41
roberta,sum,fb237_v1_ind_seed7001,100,1.0,48,7001,0.658,0.6262,0.9409,0.7779,0.7632,0.6262,0.9019,0.9486,119.0,Reach max iteration 50 | best_iter=15
roberta,sum,fb237_v1_ind_seed7005,100,1.0,48,7005,0.6761,0.6381,0.9414,0.7843,0.7697,0.6381,0.8857,0.9619,122.0,Reach max iteration 50 | best_iter=24
roberta,sum,fb237_v1_ind_seed7009,100,1.0,48,7009,0.6041,0.6377,0.941,0.7578,0.767,0.6377,0.8744,0.9565,120.0,Reach max iteration 50 | best_iter=38
roberta,sum,fb237_v1_ind_seed7001,100,1.0,64,7001,0.6839,0.6215,0.9409,0.7916,0.7667,0.6215,0.8925,0.972,119.8,Reach max iteration 50 | best_iter=30
roberta,sum,fb237_v1_ind_seed7005,100,1.0,64,7005,0.6667,0.6333,0.9414,0.7899,0.7709,0.6333,0.8952,0.9667,119.5,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v1_ind_seed7009,100,1.0,64,7009,0.6244,0.6667,0.941,0.7709,0.7822,0.6667,0.8792,0.9614,119.9,Reach max iteration 50 | best_iter=43
roberta,sum,fb237_v1_ind_seed7001,100,1.0,80,7001,0.6736,0.6262,0.9409,0.7864,0.7717,0.6262,0.9019,0.9673,118.1,Reach max iteration 50 | best_iter=26
roberta,sum,fb237_v1_ind_seed7005,100,1.0,80,7005,0.6808,0.5952,0.9414,0.7899,0.7484,0.5952,0.8905,0.9524,121.8,Reach max iteration 50 | best_iter=26
roberta,sum,fb237_v1_ind_seed7009,100,1.0,80,7009,0.6193,0.6425,0.941,0.7646,0.7628,0.6425,0.8647,0.9517,121.1,Reach max iteration 50 | best_iter=27
roberta,sum,fb237_v1_ind_seed7001,100,1.0,96,7001,0.6788,0.6308,0.9409,0.7893,0.7791,0.6308,0.9206,0.9626,122.5,Reach max iteration 50 | best_iter=42
roberta,sum,fb237_v1_ind_seed7005,100,1.0,96,7005,0.6761,0.6143,0.9414,0.7902,0.756,0.6143,0.881,0.9381,121.8,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v1_ind_seed7009,100,1.0,96,7009,0.6142,0.6618,0.941,0.7643,0.7737,0.6618,0.8696,0.9469,122.2,Reach max iteration 50 | best_iter=37
roberta,sum,fb237_v1_ind_seed7001,100,5.0,16,7001,0.6373,0.6402,0.9409,0.7744,0.7713,0.6402,0.8879,0.9626,117.3,Reach max iteration 50 | best_iter=10
roberta,sum,fb237_v1_ind_seed7005,100,5.0,16,7005,0.6526,0.6381,0.9414,0.7756,0.7708,0.6381,0.8952,0.9667,117.4,Reach max iteration 50 | best_iter=46
roberta,sum,fb237_v1_ind_seed7009,100,5.0,16,7009,0.6294,0.6812,0.941,0.775,0.7962,0.6812,0.8889,0.9662,118.6,Reach max iteration 50 | best_iter=10
roberta,sum,fb237_v1_ind_seed7001,100,5.0,32,7001,0.658,0.6262,0.9409,0.7783,0.7648,0.6262,0.8879,0.972,118.8,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v1_ind_seed7005,100,5.0,32,7005,0.6761,0.6048,0.9414,0.7888,0.755,0.6048,0.8857,0.9619,116.9,Reach max iteration 50 | best_iter=39
roberta,sum,fb237_v1_ind_seed7009,100,5.0,32,7009,0.6396,0.6618,0.9405,0.7794,0.7771,0.6618,0.8599,0.942,115.6,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v1_ind_seed7001,100,5.0,48,7001,0.6684,0.6402,0.9409,0.7899,0.7742,0.6402,0.9065,0.9533,115.2,Reach max iteration 50 | best_iter=11
roberta,sum,fb237_v1_ind_seed7005,100,5.0,48,7005,0.6808,0.6238,0.9414,0.7918,0.7674,0.6238,0.9,0.9524,117.9,Reach max iteration 50 | best_iter=26
roberta,sum,fb237_v1_ind_seed7009,100,5.0,48,7009,0.6142,0.6425,0.941,0.7657,0.7748,0.6425,0.8889,0.9758,118.3,Reach max iteration 50 | best_iter=14
roberta,sum,fb237_v1_ind_seed7001,100,5.0,64,7001,0.6788,0.6308,0.9409,0.7941,0.7733,0.6308,0.9112,0.972,118.8,Reach max iteration 50 | best_iter=11
roberta,sum,fb237_v1_ind_seed7005,100,5.0,64,7005,0.6808,0.6429,0.9414,0.7948,0.7814,0.6429,0.8952,0.9667,118.5,Reach max iteration 50 | best_iter=14
roberta,sum,fb237_v1_ind_seed7009,100,5.0,64,7009,0.6396,0.6667,0.941,0.7809,0.7878,0.6667,0.8841,0.9807,120.2,Reach max iteration 50 | best_iter=44
roberta,sum,fb237_v1_ind_seed7001,100,5.0,80,7001,0.6839,0.6402,0.9409,0.7988,0.7809,0.6402,0.9159,0.972,116.3,Reach max iteration 50 | best_iter=24
roberta,sum,fb237_v1_ind_seed7005,100,5.0,80,7005,0.6808,0.619,0.9414,0.7977,0.7668,0.619,0.9048,0.9667,119.6,Reach max iteration 50 | best_iter=16
roberta,sum,fb237_v1_ind_seed7009,100,5.0,80,7009,0.6345,0.6425,0.941,0.7806,0.7695,0.6425,0.8744,0.9614,117.8,Reach max iteration 50 | best_iter=18
roberta,sum,fb237_v1_ind_seed7001,100,5.0,96,7001,0.6788,0.6168,0.9409,0.7925,0.7682,0.6168,0.9019,0.9673,121.3,Reach max iteration 50 | best_iter=9
roberta,sum,fb237_v1_ind_seed7005,100,5.0,96,7005,0.7042,0.6238,0.9414,0.8079,0.7644,0.6238,0.8905,0.9524,120.4,Reach max iteration 50 | best_iter=24
roberta,sum,fb237_v1_ind_seed7009,100,5.0,96,7009,0.6142,0.6473,0.941,0.771,0.7763,0.6473,0.8889,0.9662,118.9,Reach max iteration 50 | best_iter=14
roberta,sum,fb237_v1_ind_seed7001,100,10.0,16,7001,0.6684,0.6215,0.9409,0.7883,0.762,0.6215,0.8832,0.972,120.9,Reach max iteration 50 | best_iter=22
roberta,sum,fb237_v1_ind_seed7005,100,10.0,16,7005,0.662,0.619,0.9414,0.7852,0.7627,0.619,0.8952,0.9762,118.2,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v1_ind_seed7009,100,10.0,16,7009,0.6396,0.6763,0.9395,0.7807,0.7938,0.6763,0.8889,0.9662,117.8,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v1_ind_seed7001,100,10.0,32,7001,0.6736,0.6215,0.9344,0.7845,0.7623,0.6215,0.8832,0.972,119.2,Reach max iteration 50 | best_iter=3
