model,aggregation,version,k,lambda,bias,seed,valid_acc,test_acc,train_acc,valid_mrr,test_mrr,hits_1,hits_3,hits_10,train_time,convergence
roberta,sum,fb237_v3_ind_seed7001,50,1.0,16,7001,0.6578,0.6522,0.8674,0.7747,0.7679,0.6522,0.8638,0.9542,243.3,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7005,75,5.0,16,7005,0.6472,0.6273,0.8839,0.7638,0.7479,0.6273,0.8463,0.9369,299.8,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7009,75,5.0,16,7009,0.6632,0.6567,0.9267,0.7735,0.7695,0.6567,0.8641,0.9551,299.5,Reach max iteration 50 | best_iter=35
roberta,sum,fb237_v3_ind_seed7001,75,5.0,32,7001,0.6636,0.6339,0.8381,0.7777,0.7629,0.6339,0.8799,0.9542,300.2,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7005,75,5.0,32,7005,0.638,0.6273,0.9291,0.7646,0.7524,0.6273,0.8612,0.9415,301.7,Reach max iteration 50 | best_iter=45
roberta,sum,fb237_v3_ind_seed7009,75,5.0,32,7009,0.6632,0.6463,0.9267,0.7743,0.768,0.6463,0.8744,0.9528,291.0,Reach max iteration 50 | best_iter=47
roberta,sum,fb237_v3_ind_seed7001,75,5.0,48,7001,0.6671,0.6339,0.8743,0.7778,0.7629,0.6339,0.8833,0.9611,302.6,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7005,75,5.0,48,7005,0.6678,0.6422,0.85,0.7873,0.762,0.6422,0.8681,0.9495,297.8,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7009,75,5.0,48,7009,0.6598,0.659,0.9269,0.7743,0.7736,0.659,0.8687,0.962,301.5,Reach max iteration 50 | best_iter=46
roberta,sum,fb237_v3_ind_seed7001,75,5.0,64,7001,0.659,0.6499,0.8317,0.7776,0.7678,0.6499,0.8673,0.9508,299.0,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7005,75,5.0,64,7005,0.6655,0.664,0.854,0.7783,0.7698,0.664,0.8521,0.9427,288.8,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7009,75,5.0,64,7009,0.669,0.6486,0.8838,0.7774,0.7701,0.6486,0.8756,0.9574,299.0,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7001,75,5.0,80,7001,0.6786,0.667,0.8198,0.7843,0.7768,0.667,0.8616,0.9565,298.0,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7005,75,5.0,80,7005,0.6621,0.6342,0.8704,0.7756,0.7533,0.6342,0.8544,0.9427,297.8,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7009,75,5.0,80,7009,0.6816,0.6567,0.8554,0.7852,0.7755,0.6567,0.8756,0.9643,297.7,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7001,75,5.0,96,7001,0.6694,0.6613,0.8396,0.7847,0.7819,0.6613,0.8879,0.9634,213.2,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7005,75,5.0,96,7005,0.6655,0.6537,0.8539,0.7821,0.7628,0.6537,0.8463,0.9438,295.6,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7009,75,5.0,96,7009,0.669,0.6717,0.8531,0.7767,0.7797,0.6717,0.8756,0.9528,292.4,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7001,75,10.0,16,7001,0.6682,0.6522,0.8732,0.7801,0.7732,0.6522,0.8822,0.9634,301.2,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7005,75,10.0,16,7005,0.6541,0.6433,0.9288,0.7743,0.7636,0.6433,0.8647,0.9427,299.9,Reach max iteration 50 | best_iter=46
roberta,sum,fb237_v3_ind_seed7009,75,10.0,16,7009,0.6736,0.6509,0.9265,0.7816,0.7694,0.6509,0.871,0.9597,296.1,Reach max iteration 50 | best_iter=23
roberta,sum,fb237_v3_ind_seed7001,75,10.0,32,7001,0.6601,0.6304,0.9073,0.7811,0.763,0.6304,0.881,0.9622,299.6,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7005,75,10.0,32,7005,0.6472,0.6422,0.9288,0.7737,0.7644,0.6422,0.8635,0.9461,297.5,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v3_ind_seed7009,75,10.0,32,7009,0.669,0.6636,0.9104,0.7827,0.7744,0.6636,0.8675,0.9551,292.9,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v3_ind_seed7001,75,10.0,48,7001,0.6705,0.6396,0.8701,0.7838,0.7685,0.6396,0.8833,0.9668,301.1,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7005,75,10.0,48,7005,0.6609,0.6456,0.8676,0.7825,0.7608,0.6456,0.8589,0.9484,297.6,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7009,75,10.0,48,7009,0.6529,0.6371,0.9266,0.7729,0.7637,0.6371,0.8744,0.9574,300.7,Reach max iteration 50 | best_iter=49
roberta,sum,fb237_v3_ind_seed7001,75,10.0,64,7001,0.6694,0.6522,0.8469,0.7858,0.7735,0.6522,0.8764,0.9531,296.0,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7005,75,10.0,64,7005,0.6506,0.6411,0.9284,0.775,0.7622,0.6411,0.8635,0.9381,294.4,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v3_ind_seed7009,75,10.0,64,7009,0.6759,0.6763,0.8593,0.7843,0.7864,0.6763,0.879,0.9597,302.4,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7001,75,10.0,80,7001,0.6728,0.6613,0.8777,0.7847,0.7803,0.6613,0.8879,0.9622,300.5,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7005,75,10.0,80,7005,0.6506,0.6353,0.929,0.7758,0.7602,0.6353,0.8658,0.9461,304.0,Reach max iteration 50 | best_iter=49
roberta,sum,fb237_v3_ind_seed7009,75,10.0,80,7009,0.6885,0.6636,0.8504,0.7889,0.7788,0.6636,0.879,0.9631,301.1,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7001,75,10.0,96,7001,0.6717,0.6476,0.8537,0.7878,0.7756,0.6476,0.8947,0.9668,290.3,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7005,75,10.0,96,7005,0.669,0.6606,0.8512,0.7858,0.7678,0.6606,0.8498,0.9484,302.6,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7009,75,10.0,96,7009,0.6747,0.6659,0.9086,0.789,0.7793,0.6659,0.8882,0.9574,293.1,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v3_ind_seed7001,75,50.0,16,7001,0.7098,0.6888,0.866,0.8146,0.8043,0.6888,0.9016,0.9794,298.7,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v3_ind_seed7005,75,50.0,16,7005,0.6987,0.68,0.8862,0.8085,0.7898,0.68,0.8865,0.961,301.6,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v3_ind_seed7009,75,50.0,16,7009,0.6966,0.6901,0.8666,0.803,0.8021,0.6901,0.9021,0.9654,296.0,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v3_ind_seed7001,75,50.0,32,7001,0.704,0.6854,0.8577,0.8128,0.8042,0.6854,0.9142,0.9828,299.2,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7005,75,50.0,32,7005,0.6907,0.6858,0.8862,0.8059,0.7938,0.6858,0.8888,0.9564,299.1,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v3_ind_seed7009,75,50.0,32,7009,0.7057,0.697,0.8593,0.8082,0.8054,0.697,0.9078,0.97,302.4,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7001,75,50.0,48,7001,0.7017,0.6705,0.8881,0.8129,0.7964,0.6705,0.9165,0.9805,302.5,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v3_ind_seed7005,75,50.0,48,7005,0.6953,0.695,0.8651,0.8084,0.7956,0.695,0.8773,0.9587,298.8,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7009,75,50.0,48,7009,0.6989,0.6889,0.8924,0.8061,0.7996,0.6889,0.9009,0.9712,298.9,Reach max iteration 50 | best_iter=11
roberta,sum,fb237_v3_ind_seed7001,75,50.0,64,7001,0.7017,0.6842,0.87,0.8138,0.8013,0.6842,0.9108,0.9805,299.3,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v3_ind_seed7005,75,50.0,64,7005,0.6976,0.6789,0.8945,0.81,0.7909,0.6789,0.8956,0.9622,300.2,Reach max iteration 50 | best_iter=21
roberta,sum,fb237_v3_ind_seed7009,75,50.0,64,7009,0.708,0.6912,0.8805,0.8081,0.8037,0.6912,0.9044,0.97,299.5,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v3_ind_seed7001,75,50.0,80,7001,0.7098,0.6751,0.869,0.8153,0.7954,0.6751,0.905,0.9794,302.4,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v3_ind_seed7005,75,50.0,80,7005,0.6964,0.6697,0.8866,0.8088,0.7858,0.6697,0.8876,0.9599,298.9,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v3_ind_seed7009,75,50.0,80,7009,0.7034,0.6912,0.8882,0.8057,0.8035,0.6912,0.9021,0.9689,301.3,Reach max iteration 50 | best_iter=9
roberta,sum,fb237_v3_ind_seed7001,75,50.0,96,7001,0.7029,0.6739,0.8944,0.8116,0.7986,0.6739,0.9176,0.9817,301.0,Reach max iteration 50 | best_iter=20
roberta,sum,fb237_v3_ind_seed7005,75,50.0,96,7005,0.701,0.6709,0.8659,0.81,0.7878,0.6709,0.8933,0.9633,299.0,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v3_ind_seed7009,75,50.0,96,7009,0.7126,0.697,0.8407,0.8112,0.8041,0.697,0.8963,0.9689,298.5,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7001,75,100.0,16,7001,0.7168,0.6911,0.8283,0.8186,0.8084,0.6911,0.9176,0.9794,298.6,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v3_ind_seed7005,75,100.0,16,7005,0.7045,0.7018,0.8401,0.8171,0.8015,0.7018,0.883,0.9622,298.2,Reach max iteration 50 | best_iter=19
roberta,sum,fb237_v3_ind_seed7009,75,100.0,16,7009,0.723,0.7051,0.8336,0.8159,0.8107,0.7051,0.9055,0.97,299.3,Reach max iteration 50 | best_iter=11
roberta,sum,fb237_v3_ind_seed7001,75,100.0,32,7001,0.7145,0.6945,0.8337,0.8196,0.8088,0.6945,0.9165,0.9794,299.4,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v3_ind_seed7005,75,100.0,32,7005,0.7159,0.6984,0.8354,0.8194,0.8042,0.6984,0.8979,0.9679,298.8,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v3_ind_seed7009,75,100.0,32,7009,0.7184,0.7085,0.8375,0.8153,0.812,0.7085,0.9032,0.9747,303.9,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v3_ind_seed7001,75,100.0,48,7001,0.7272,0.6739,0.8197,0.8243,0.7948,0.6739,0.8982,0.984,299.9,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7005,75,100.0,48,7005,0.7228,0.6995,0.8392,0.8241,0.8047,0.6995,0.8968,0.9667,295.3,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v3_ind_seed7009,75,100.0,48,7009,0.7207,0.7085,0.8474,0.8163,0.8134,0.7085,0.9113,0.9735,302.6,Reach max iteration 50 | best_iter=14
roberta,sum,fb237_v3_ind_seed7001,75,100.0,64,7001,0.7156,0.6957,0.8209,0.8213,0.8062,0.6957,0.9062,0.9817,302.1,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7005,75,100.0,64,7005,0.7148,0.6972,0.8396,0.8199,0.8015,0.6972,0.8865,0.9679,299.5,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v3_ind_seed7009,75,100.0,64,7009,0.7207,0.712,0.8498,0.8162,0.8163,0.712,0.9124,0.9747,298.3,Reach max iteration 50 | best_iter=20
roberta,sum,fb237_v3_ind_seed7001,75,100.0,80,7001,0.7145,0.6911,0.8448,0.821,0.8087,0.6911,0.9211,0.9828,301.9,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v3_ind_seed7005,75,100.0,80,7005,0.7205,0.6938,0.8567,0.8226,0.8016,0.6938,0.8922,0.961,302.6,Reach max iteration 50 | best_iter=36
roberta,sum,fb237_v3_ind_seed7009,75,100.0,80,7009,0.7207,0.7143,0.845,0.8171,0.8172,0.7143,0.9159,0.9781,303.0,Reach max iteration 50 | best_iter=9
roberta,sum,fb237_v3_ind_seed7001,75,100.0,96,7001,0.7191,0.7014,0.8537,0.8227,0.8143,0.7014,0.9211,0.984,300.0,Reach max iteration 50 | best_iter=19
roberta,sum,fb237_v3_ind_seed7005,75,100.0,96,7005,0.7159,0.6938,0.8577,0.8211,0.8001,0.6938,0.8888,0.9633,301.1,Reach max iteration 50 | best_iter=27
roberta,sum,fb237_v3_ind_seed7009,75,100.0,96,7009,0.7172,0.7062,0.8512,0.8162,0.8124,0.7062,0.9044,0.977,302.7,Reach max iteration 50 | best_iter=17
roberta,sum,fb237_v3_ind_seed7001,75,500.0,16,7001,0.6994,0.6693,0.7082,0.7944,0.7759,0.6693,0.8604,0.9428,152.4,Reach max iteration 50 | best_iter=30
roberta,sum,fb237_v3_ind_seed7005,75,500.0,16,7005,0.6747,0.6617,0.7056,0.775,0.7663,0.6617,0.8394,0.9369,168.5,Reach max iteration 50 | best_iter=15
roberta,sum,fb237_v3_ind_seed7009,75,500.0,16,7009,0.6874,0.6671,0.7058,0.7787,0.7724,0.6671,0.8502,0.9355,159.3,Reach max iteration 50 | best_iter=13
roberta,sum,fb237_v3_ind_seed7001,75,500.0,32,7001,0.7075,0.6716,0.7278,0.8039,0.7827,0.6716,0.873,0.96,196.2,Reach max iteration 50 | best_iter=40
roberta,sum,fb237_v3_ind_seed7005,75,500.0,32,7005,0.6861,0.6892,0.7213,0.788,0.7838,0.6892,0.8486,0.9438,196.3,Reach max iteration 50 | best_iter=12
roberta,sum,fb237_v3_ind_seed7009,75,500.0,32,7009,0.6954,0.682,0.725,0.7889,0.7849,0.682,0.8629,0.9528,196.3,Reach max iteration 50 | best_iter=41
roberta,sum,fb237_v3_ind_seed7001,75,500.0,48,7001,0.7064,0.6739,0.7313,0.8044,0.7864,0.6739,0.873,0.968,221.9,Reach max iteration 50 | best_iter=9
roberta,sum,fb237_v3_ind_seed7005,75,500.0,48,7005,0.6884,0.6869,0.7293,0.7905,0.7865,0.6869,0.8658,0.953,219.3,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v3_ind_seed7009,75,500.0,48,7009,0.7046,0.6901,0.7358,0.7962,0.7927,0.6901,0.8721,0.9551,222.0,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v3_ind_seed7001,75,500.0,64,7001,0.7052,0.6751,0.7388,0.8074,0.7884,0.6751,0.881,0.9634,259.3,Reach max iteration 50 | best_iter=17
roberta,sum,fb237_v3_ind_seed7005,75,500.0,64,7005,0.6953,0.695,0.7394,0.7973,0.7925,0.695,0.8716,0.9599,257.2,Reach max iteration 50 | best_iter=13
roberta,sum,fb237_v3_ind_seed7009,75,500.0,64,7009,0.7023,0.6924,0.7401,0.795,0.7949,0.6924,0.8756,0.9608,252.1,Reach max iteration 50 | best_iter=17
roberta,sum,fb237_v3_ind_seed7001,75,500.0,80,7001,0.7168,0.6876,0.743,0.8132,0.7969,0.6876,0.8844,0.9668,275.3,Reach max iteration 50 | best_iter=9
roberta,sum,fb237_v3_ind_seed7005,75,500.0,80,7005,0.6873,0.6984,0.7451,0.7971,0.7965,0.6984,0.8681,0.9541,281.1,Reach max iteration 50 | best_iter=12
roberta,sum,fb237_v3_ind_seed7009,75,500.0,80,7009,0.7103,0.6901,0.75,0.8012,0.7953,0.6901,0.8779,0.962,270.8,Reach max iteration 50 | best_iter=15
roberta,sum,fb237_v3_ind_seed7001,75,500.0,96,7001,0.7156,0.6922,0.7487,0.8144,0.8007,0.6922,0.897,0.9668,291.1,Reach max iteration 50 | best_iter=29
roberta,sum,fb237_v3_ind_seed7005,75,500.0,96,7005,0.6976,0.7053,0.7493,0.8011,0.7999,0.7053,0.8704,0.9564,295.2,Reach max iteration 50 | best_iter=9
roberta,sum,fb237_v3_ind_seed7009,75,500.0,96,7009,0.7195,0.6947,0.7544,0.8057,0.7979,0.6947,0.8825,0.9643,299.5,Reach max iteration 50 | best_iter=14
roberta,sum,fb237_v3_ind_seed7001,75,1000.0,16,7001,0.6185,0.5995,0.6145,0.7291,0.7072,0.5995,0.7826,0.8902,147.1,Reach max iteration 50 | best_iter=16
roberta,sum,fb237_v3_ind_seed7005,75,1000.0,16,7005,0.5956,0.6044,0.6209,0.7025,0.7088,0.6044,0.7683,0.9048,150.2,Reach max iteration 50 | best_iter=14
roberta,sum,fb237_v3_ind_seed7009,75,1000.0,16,7009,0.5897,0.5876,0.6121,0.6972,0.7049,0.5876,0.7846,0.8929,147.1,Reach max iteration 50 | best_iter=26
roberta,sum,fb237_v3_ind_seed7001,75,1000.0,32,7001,0.6601,0.627,0.6495,0.7608,0.7341,0.627,0.8158,0.9085,152.6,Reach max iteration 50 | best_iter=35
roberta,sum,fb237_v3_ind_seed7005,75,1000.0,32,7005,0.6128,0.6181,0.6449,0.7268,0.7256,0.6181,0.8096,0.9083,156.9,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v3_ind_seed7009,75,1000.0,32,7009,0.6207,0.6359,0.6443,0.7288,0.7407,0.6359,0.8157,0.9147,154.1,Reach max iteration 50 | best_iter=12
roberta,sum,fb237_v3_ind_seed7001,75,1000.0,48,7001,0.6671,0.6407,0.6629,0.7682,0.7445,0.6407,0.8158,0.9188,175.3,Reach max iteration 50 | best_iter=30
roberta,sum,fb237_v3_ind_seed7005,75,1000.0,48,7005,0.6243,0.6319,0.6571,0.734,0.7388,0.6319,0.8165,0.9186,171.4,Reach max iteration 50 | best_iter=13
roberta,sum,fb237_v3_ind_seed7009,75,1000.0,48,7009,0.6356,0.6578,0.6625,0.7421,0.759,0.6578,0.8318,0.9194,174.5,Reach max iteration 50 | best_iter=23
roberta,sum,fb237_v3_ind_seed7001,75,1000.0,64,7001,0.6717,0.6499,0.6775,0.7748,0.7563,0.6499,0.8352,0.9233,197.1,Reach max iteration 50 | best_iter=16
roberta,sum,fb237_v3_ind_seed7005,75,1000.0,64,7005,0.6438,0.6411,0.6748,0.7481,0.7458,0.6411,0.8211,0.9255,198.6,Reach max iteration 50 | best_iter=24
roberta,sum,fb237_v3_ind_seed7009,75,1000.0,64,7009,0.6529,0.6659,0.6833,0.7551,0.7686,0.6659,0.8456,0.932,197.2,Reach max iteration 50 | best_iter=11
roberta,sum,fb237_v3_ind_seed7001,75,1000.0,80,7001,0.6832,0.6602,0.6833,0.7819,0.7635,0.6602,0.8398,0.9291,218.7,Reach max iteration 50 | best_iter=21
roberta,sum,fb237_v3_ind_seed7005,75,1000.0,80,7005,0.6598,0.6548,0.6897,0.7632,0.7588,0.6548,0.8337,0.93,206.3,Reach max iteration 50 | best_iter=19
roberta,sum,fb237_v3_ind_seed7009,75,1000.0,80,7009,0.6563,0.6694,0.6881,0.7594,0.7703,0.6694,0.8456,0.9309,215.5,Reach max iteration 50 | best_iter=9
roberta,sum,fb237_v3_ind_seed7001,75,1000.0,96,7001,0.6913,0.659,0.6914,0.7882,0.765,0.659,0.8421,0.9359,223.7,Reach max iteration 50 | best_iter=40
roberta,sum,fb237_v3_ind_seed7005,75,1000.0,96,7005,0.669,0.6548,0.6959,0.7712,0.7615,0.6548,0.8417,0.9346,225.0,Reach max iteration 50 | best_iter=29
roberta,sum,fb237_v3_ind_seed7009,75,1000.0,96,7009,0.6609,0.6705,0.6921,0.762,0.7747,0.6705,0.8548,0.9355,222.3,Reach max iteration 50 | best_iter=14
roberta,sum,fb237_v3_ind_seed7001,100,1.0,16,7001,0.6543,0.6556,0.8343,0.7688,0.7653,0.6556,0.8547,0.9508,377.9,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7005,100,1.0,16,7005,0.6369,0.6319,0.8843,0.7598,0.747,0.6319,0.8406,0.9415,390.4,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7009,100,1.0,16,7009,0.6506,0.6555,0.8884,0.7601,0.7689,0.6555,0.8641,0.9447,385.0,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7001,100,1.0,32,7001,0.6659,0.6533,0.8463,0.7762,0.7637,0.6533,0.8558,0.9428,382.8,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7005,100,1.0,32,7005,0.646,0.6468,0.8565,0.7689,0.7586,0.6468,0.8544,0.9427,396.9,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7009,100,1.0,32,7009,0.6552,0.6682,0.9057,0.7663,0.7774,0.6682,0.8721,0.9551,380.1,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v3_ind_seed7001,100,1.0,48,7001,0.6624,0.6384,0.8794,0.7786,0.7658,0.6384,0.8719,0.9622,394.0,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7005,100,1.0,48,7005,0.6655,0.6399,0.8029,0.7746,0.7498,0.6399,0.8394,0.9427,393.0,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7009,100,1.0,48,7009,0.6552,0.6382,0.8834,0.7646,0.7575,0.6382,0.856,0.9493,402.3,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7001,100,1.0,64,7001,0.6486,0.6304,0.912,0.7718,0.7571,0.6304,0.8627,0.9611,393.9,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v3_ind_seed7005,100,1.0,64,7005,0.669,0.6456,0.816,0.7705,0.7534,0.6456,0.8429,0.9335,403.6,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7009,100,1.0,64,7009,0.6621,0.6532,0.885,0.77,0.7671,0.6532,0.8675,0.9505,399.6,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7001,100,1.0,80,7001,0.6798,0.6522,0.8418,0.7881,0.7729,0.6522,0.8833,0.9588,400.4,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7005,100,1.0,80,7005,0.6495,0.6353,0.881,0.7684,0.7529,0.6353,0.8486,0.9381,403.1,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7009,100,1.0,80,7009,0.6644,0.6555,0.8951,0.7796,0.7748,0.6555,0.879,0.9666,398.9,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7001,100,1.0,96,7001,0.6775,0.659,0.8602,0.7901,0.7782,0.659,0.8867,0.9531,391.4,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7005,100,1.0,96,7005,0.6609,0.6583,0.8605,0.7818,0.7705,0.6583,0.8544,0.9576,403.6,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7009,100,1.0,96,7009,0.677,0.6705,0.8786,0.7838,0.7836,0.6705,0.8836,0.9631,401.9,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7001,100,5.0,16,7001,0.6659,0.6407,0.8687,0.7733,0.7579,0.6407,0.8638,0.9451,392.0,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7005,100,5.0,16,7005,0.6449,0.6411,0.9294,0.7667,0.7591,0.6411,0.8601,0.9404,393.6,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v3_ind_seed7009,100,5.0,16,7009,0.6598,0.6647,0.903,0.7694,0.7716,0.6647,0.8583,0.9389,388.6,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7001,100,5.0,32,7001,0.6647,0.651,0.8602,0.7796,0.7667,0.651,0.8638,0.9519,395.6,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7005,100,5.0,32,7005,0.6483,0.6284,0.9294,0.7705,0.7543,0.6284,0.8635,0.9427,394.7,Reach max iteration 50 | best_iter=49
roberta,sum,fb237_v3_ind_seed7009,100,5.0,32,7009,0.6598,0.6567,0.927,0.776,0.7714,0.6567,0.8733,0.9597,392.2,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v3_ind_seed7001,100,5.0,48,7001,0.6636,0.6453,0.8832,0.7797,0.7713,0.6453,0.8856,0.968,397.9,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7005,100,5.0,48,7005,0.6438,0.633,0.9291,0.7717,0.7579,0.633,0.8647,0.9461,393.0,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v3_ind_seed7009,100,5.0,48,7009,0.6655,0.6613,0.927,0.7782,0.7788,0.6613,0.8779,0.9608,391.5,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v3_ind_seed7001,100,5.0,64,7001,0.6728,0.6373,0.8696,0.7839,0.767,0.6373,0.8753,0.9611,391.8,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7005,100,5.0,64,7005,0.6804,0.6617,0.8494,0.7881,0.7715,0.6617,0.8589,0.9495,401.3,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7009,100,5.0,64,7009,0.6736,0.6728,0.8759,0.7818,0.7796,0.6728,0.8698,0.9585,405.2,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7001,100,5.0,80,7001,0.6659,0.651,0.8679,0.7812,0.774,0.651,0.8822,0.9622,400.5,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7005,100,5.0,80,7005,0.6712,0.6606,0.8337,0.7833,0.7661,0.6606,0.8463,0.9392,404.6,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7009,100,5.0,80,7009,0.6816,0.674,0.8574,0.7859,0.789,0.674,0.8952,0.9597,401.5,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7001,100,5.0,96,7001,0.6717,0.6568,0.8621,0.7872,0.7766,0.6568,0.8833,0.9542,398.3,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7005,100,5.0,96,7005,0.6781,0.6651,0.8581,0.7916,0.7766,0.6651,0.8693,0.961,400.7,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7009,100,5.0,96,7009,0.6782,0.6751,0.8761,0.7838,0.7869,0.6751,0.8882,0.9666,396.1,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7001,100,10.0,16,7001,0.6555,0.6419,0.9267,0.7779,0.7678,0.6419,0.8822,0.9634,394.4,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v3_ind_seed7005,100,10.0,16,7005,0.6541,0.6376,0.9288,0.7752,0.7585,0.6376,0.8624,0.9438,394.9,Reach max iteration 50 | best_iter=33
roberta,sum,fb237_v3_ind_seed7009,100,10.0,16,7009,0.669,0.6809,0.8839,0.7786,0.785,0.6809,0.8687,0.9551,394.6,Reach max iteration 50 | best_iter=2
