model,aggregation,version,k,lambda,bias,n_seeds,valid_mrr_mean,valid_mrr_std,test_mrr_mean,test_mrr_std,valid_acc_mean,valid_acc_std,test_acc_mean,test_acc_std,hits_1_mean,hits_1_std,hits_3_mean,hits_3_std,hits_10_mean,hits_10_std,train_acc_mean,train_time_mean
qwen,sum,fb237_v3_ind,200,10,32,3,0.8009,0.007275,0.795167,0.011296,0.6864,0.012401,0.6768,0.018534,0.6768,0.018534,0.904367,0.005515,0.967867,0.010171,0.928833,700.933333
qwen,sum,fb237_v3_ind,125,10,32,3,0.800067,0.006649,0.795167,0.007925,0.684467,0.011574,0.676767,0.014493,0.676767,0.014493,0.901667,0.004007,0.969,0.004979,0.9232,488.633333
qwen,sum,fb237_v3_ind,50,10,48,3,0.7993,0.006065,0.795133,0.009232,0.6875,0.007562,0.6806,0.014282,0.6806,0.014282,0.894467,0.010755,0.966733,0.007481,0.8818,233.533333
qwen,sum,fb237_v3_ind,150,10,96,3,0.805367,0.008175,0.795033,0.010519,0.6975,0.019163,0.679467,0.017332,0.679467,0.017332,0.898267,0.008891,0.966367,0.005225,0.904133,583.833333
qwen,sum,fb237_v3_ind,75,10,96,3,0.800267,0.00455,0.795033,0.010286,0.685267,0.013387,0.6783,0.015855,0.6783,0.015855,0.898233,0.014637,0.9656,0.005651,0.897333,312.766667
qwen,sum,fb237_v3_ind,150,10,64,3,0.805933,0.004801,0.7947,0.010283,0.696333,0.009914,0.678333,0.018929,0.678333,0.018929,0.8975,0.0016,0.967467,0.006601,0.912167,580.066667
qwen,sum,fb237_v3_ind,175,10,96,3,0.802833,0.006357,0.794667,0.012378,0.684833,0.011065,0.6745,0.020781,0.6745,0.020781,0.909333,0.004885,0.9652,0.003205,0.929,649.733333
qwen,sum,fb237_v3_ind,175,5,64,3,0.8007,0.006855,0.7946,0.010473,0.6845,0.011811,0.677167,0.016447,0.677167,0.016447,0.904367,0.005773,0.9671,0.008554,0.929167,667.066667
qwen,sum,fb237_v3_ind,175,10,48,3,0.802433,0.008199,0.794567,0.008981,0.684867,0.012529,0.674867,0.014312,0.674867,0.014312,0.904367,0.005937,0.970167,0.001966,0.929033,659.933333
qwen,sum,fb237_v3_ind,100,10,64,3,0.8042,0.009268,0.794233,0.013509,0.693667,0.020546,0.677933,0.021587,0.677933,0.021587,0.900533,0.011301,0.969,0.006946,0.903433,400.466667
qwen,sum,fb237_v3_ind,200,500,32,3,0.8031,0.009392,0.794167,0.006766,0.705567,0.01188,0.6905,0.013061,0.6905,0.013061,0.877967,0.001484,0.956367,0.00384,0.732467,521.466667
qwen,sum,fb237_v3_ind,50,500,32,3,0.801967,0.010974,0.7941,0.00795,0.703233,0.012451,0.6913,0.015617,0.6913,0.015617,0.877567,0.003308,0.957167,0.001665,0.732533,172.633333
qwen,sum,fb237_v3_ind,125,5,48,3,0.7986,0.005587,0.794067,0.010525,0.690233,0.015653,0.683267,0.014953,0.683267,0.014953,0.889833,0.010772,0.9618,0.011172,0.894067,483.566667
qwen,sum,fb237_v3_ind,100,10,80,3,0.805033,0.009571,0.794,0.014463,0.697533,0.013828,0.679867,0.022155,0.679867,0.022155,0.901333,0.01,0.966367,0.008188,0.864933,401.9
qwen,sum,fb237_v3_ind,125,5,64,3,0.7954,0.007302,0.7939,0.011609,0.675233,0.011254,0.677133,0.015243,0.677133,0.015243,0.8998,0.011865,0.966733,0.009762,0.929167,485.033333
qwen,sum,fb237_v3_ind,200,10,96,3,0.802733,0.00837,0.793833,0.012108,0.687133,0.013249,0.673733,0.016606,0.673733,0.016606,0.9063,0.01075,0.968267,0.00584,0.9289,724.066667
qwen,sum,fb237_v3_ind,75,10,80,3,0.804767,0.004992,0.7938,0.014033,0.6971,0.010942,0.680233,0.023724,0.680233,0.023724,0.896733,0.010891,0.9652,0.0026,0.894667,317.433333
qwen,sum,fb237_v3_ind,200,5,80,3,0.804467,0.006043,0.793633,0.013766,0.691367,0.011662,0.673333,0.020648,0.673333,0.020648,0.904767,0.008351,0.968633,0.006728,0.926267,690.866667
qwen,sum,fb237_v3_ind,50,5,64,3,0.7983,0.007361,0.793533,0.020863,0.6906,0.012821,0.6833,0.025243,0.6833,0.025243,0.8906,0.018401,0.959867,0.012601,0.8678,231.133333
qwen,sum,fb237_v3_ind,75,10,64,3,0.798433,0.00826,0.793533,0.0093,0.682933,0.015223,0.675967,0.013649,0.675967,0.013649,0.900933,0.004996,0.9702,0.010475,0.920167,314.366667
qwen,sum,fb237_v3_ind,150,10,80,3,0.803467,0.005774,0.7934,0.010124,0.689067,0.01236,0.677167,0.018911,0.677167,0.018911,0.899433,0.0101,0.9667,0.001054,0.912433,577.533333
qwen,sum,fb237_v3_ind,175,500,32,3,0.7997,0.01439,0.7933,0.00649,0.698667,0.017826,0.690933,0.01084,0.690933,0.01084,0.874933,0.00605,0.951067,0.003177,0.726733,471.266667
qwen,sum,fb237_v3_ind,175,5,48,3,0.798233,0.008038,0.7932,0.010566,0.682167,0.009466,0.672933,0.016863,0.672933,0.016863,0.9036,0.004158,0.968233,0.002325,0.929167,664.8
qwen,sum,fb237_v3_ind,125,10,96,3,0.801433,0.005514,0.793167,0.011173,0.682933,0.009339,0.674467,0.015989,0.674467,0.015989,0.9036,0.005726,0.970567,0.004607,0.929,487.7
qwen,sum,fb237_v3_ind,125,500,32,3,0.802333,0.009452,0.7931,0.005076,0.703633,0.012841,0.687833,0.01295,0.687833,0.01295,0.8814,0.000458,0.956767,0.002413,0.7318,356.433333
qwen,sum,fb237_v3_ind,150,10,32,3,0.803333,0.009928,0.792767,0.010441,0.6879,0.015321,0.6733,0.015799,0.6733,0.015799,0.902433,0.00683,0.967533,0.006449,0.929067,575.866667
qwen,sum,fb237_v3_ind,125,10,16,3,0.801833,0.005237,0.792667,0.017368,0.685233,0.008585,0.673367,0.026687,0.673367,0.026687,0.900167,0.006045,0.966333,0.008879,0.929033,477.5
qwen,sum,fb237_v3_ind,75,5,64,3,0.798,0.011,0.792667,0.013437,0.687133,0.018998,0.678333,0.015937,0.678333,0.015937,0.8948,0.017166,0.9652,0.014159,0.8946,314.7
qwen,sum,fb237_v3_ind,200,5,64,3,0.7976,0.006955,0.792633,0.006431,0.684067,0.011566,0.674867,0.010995,0.674867,0.010995,0.896733,0.007709,0.965967,0.005696,0.919,696.8
qwen,sum,fb237_v3_ind,125,5,80,3,0.7962,0.005909,0.792533,0.021557,0.679067,0.007129,0.677567,0.03299,0.677567,0.03299,0.894033,0.014514,0.961767,0.00713,0.914433,488
qwen,sum,fb237_v3_ind,200,5,32,3,0.798867,0.008464,0.792433,0.015379,0.683367,0.014658,0.6753,0.024285,0.6753,0.024285,0.8998,0.00896,0.964833,0.007406,0.929167,737.566667
qwen,sum,fb237_v3_ind,75,10,32,3,0.7996,0.002498,0.792333,0.017338,0.686333,0.007298,0.6787,0.02926,0.6787,0.02926,0.8952,0.012312,0.9606,0.005925,0.910567,318.666667
qwen,sum,fb237_v3_ind,50,1,96,3,0.7916,0.004173,0.792333,0.014884,0.6833,0.00872,0.681367,0.023696,0.681367,0.023696,0.886033,0.007951,0.9652,0.005311,0.8564,231.866667
qwen,sum,fb237_v3_ind,200,10,16,3,0.8034,0.002563,0.7921,0.009457,0.689433,0.004665,0.674867,0.013418,0.674867,0.013418,0.9013,0.005631,0.966333,0.012587,0.919433,673.233333
qwen,sum,fb237_v3_ind,125,5,32,3,0.794867,0.007939,0.791967,0.009699,0.6791,0.013774,0.675633,0.017758,0.675633,0.017758,0.895567,0.004366,0.966333,0.005116,0.9178,475.7
qwen,sum,fb237_v3_ind,50,10,32,3,0.798067,0.004735,0.7919,0.011501,0.683267,0.004072,0.6787,0.015106,0.6787,0.015106,0.893667,0.008257,0.959867,0.004501,0.896267,233.333333
qwen,sum,fb237_v3_ind,200,5,16,3,0.7971,0.004276,0.791767,0.016003,0.679833,0.005977,0.6768,0.022743,0.6768,0.022743,0.8948,0.0109,0.965967,0.006493,0.929167,729.3
qwen,sum,fb237_v3_ind,150,5,64,3,0.800167,0.005424,0.7915,0.01679,0.682533,0.009584,0.6718,0.027332,0.6718,0.027332,0.898233,0.004277,0.968667,0.003449,0.9291,578.366667
qwen,sum,fb237_v3_ind,50,1,64,3,0.7976,0.010641,0.791333,0.018101,0.692533,0.01806,0.681,0.021967,0.681,0.021967,0.8868,0.019865,0.9583,0.008337,0.847333,231.633333
qwen,sum,fb237_v3_ind,175,10,32,3,0.799567,0.012283,0.7913,0.012308,0.6814,0.017088,0.669533,0.015821,0.669533,0.015821,0.904,0.010307,0.966367,0.007575,0.929067,659.133333
qwen,sum,fb237_v3_ind,75,10,48,3,0.800633,0.012007,0.790833,0.020794,0.692467,0.01728,0.6787,0.03046,0.6787,0.03046,0.892167,0.013709,0.965233,0.011197,0.8662,316.5
qwen,sum,fb237_v3_ind,175,5,16,3,0.797433,0.003753,0.7908,0.014108,0.6833,0.004029,0.673733,0.020835,0.673733,0.020835,0.898233,0.004304,0.9656,0.003351,0.929167,654.4
qwen,sum,fb237_v3_ind,200,5,96,3,0.7993,0.008571,0.790733,0.015522,0.684833,0.013004,0.6699,0.023618,0.6699,0.023618,0.9017,0.00906,0.969033,0.006921,0.9088,693.3
qwen,sum,fb237_v3_ind,100,5,64,3,0.802333,0.007583,0.7906,0.015122,0.694833,0.018497,0.676033,0.024014,0.676033,0.024014,0.8933,0.011262,0.962133,0.005129,0.8945,399.266667
qwen,sum,fb237_v3_ind,150,5,96,3,0.8007,0.009354,0.790467,0.013557,0.692167,0.020641,0.6768,0.016568,0.6768,0.016568,0.8952,0.013061,0.962167,0.012894,0.888533,576.233333
qwen,sum,fb237_v3_ind,125,10,48,3,0.8002,0.008296,0.790433,0.008695,0.685233,0.014207,0.674433,0.016645,0.674433,0.016645,0.895967,0.0054,0.968233,0.010269,0.912267,483.266667
qwen,sum,fb237_v3_ind,200,1,48,3,0.790167,0.007983,0.790333,0.016348,0.6787,0.013457,0.674133,0.021132,0.674133,0.021132,0.890967,0.012606,0.966,0.008507,0.891667,737.8
qwen,sum,fb237_v3_ind,150,10,16,3,0.8024,0.004204,0.790233,0.019805,0.6902,0.008166,0.673367,0.029514,0.673367,0.029514,0.8952,0.011173,0.9717,0.00167,0.914667,567.666667
qwen,sum,fb237_v3_ind,200,1,96,3,0.7942,0.008556,0.790233,0.015699,0.6814,0.01474,0.6764,0.022057,0.6764,0.022057,0.890233,0.01065,0.969433,0.006298,0.888567,736.366667
qwen,sum,fb237_v3_ind,150,5,48,3,0.795833,0.010774,0.790067,0.014981,0.680267,0.0182,0.675267,0.018826,0.675267,0.018826,0.894067,0.016863,0.9656,0.00601,0.904167,574.133333
qwen,sum,fb237_v3_ind,175,5,96,3,0.797967,0.00598,0.789967,0.012108,0.686033,0.01064,0.676367,0.013951,0.676367,0.013951,0.8906,0.013082,0.964433,0.006296,0.893633,653.466667
qwen,sum,fb237_v3_ind,175,5,32,3,0.798333,0.011301,0.789933,0.017905,0.685233,0.016051,0.668,0.02714,0.668,0.02714,0.9017,0.007251,0.966,0.011471,0.910133,654.433333
qwen,sum,fb237_v3_ind,175,1,80,3,0.7922,0.0071,0.7898,0.016808,0.6753,0.01291,0.675233,0.020578,0.675233,0.020578,0.892933,0.019895,0.963333,0.012314,0.887867,655.166667
qwen,sum,fb237_v3_ind,75,5,96,3,0.799267,0.00824,0.789733,0.012599,0.688267,0.01477,0.675233,0.018769,0.675233,0.018769,0.888333,0.011946,0.965567,0.005183,0.8835,314.366667
qwen,sum,fb237_v3_ind,150,5,32,3,0.799667,0.006786,0.789567,0.012522,0.684833,0.012101,0.6722,0.021481,0.6722,0.021481,0.896333,0.001607,0.965967,0.007247,0.9042,568.8
qwen,sum,fb237_v3_ind,75,5,80,3,0.7979,0.008067,0.7895,0.016022,0.6856,0.018622,0.6741,0.027079,0.6741,0.027079,0.892867,0.005515,0.962133,0.000115,0.901433,316.366667
qwen,sum,fb237_v3_ind,100,10,32,3,0.799467,0.005208,0.789367,0.0096,0.685233,0.0052,0.673733,0.013808,0.673733,0.013808,0.890567,0.017998,0.964033,0.012777,0.919967,402.133333
qwen,sum,fb237_v3_ind,100,5,80,3,0.7995,0.007554,0.789167,0.020499,0.686,0.011782,0.672567,0.027217,0.672567,0.027217,0.892133,0.018831,0.964067,0.008195,0.899833,404.233333
qwen,sum,fb237_v3_ind,150,5,16,3,0.796633,0.007501,0.7891,0.020006,0.682167,0.007766,0.6726,0.031165,0.6726,0.031165,0.894067,0.008949,0.9652,0.005647,0.929167,568.533333
qwen,sum,fb237_v3_ind,125,1,64,3,0.794067,0.00398,0.7891,0.017395,0.682567,0.012494,0.675633,0.026481,0.675633,0.026481,0.8887,0.013816,0.963633,0.006532,0.8775,485.033333
qwen,sum,fb237_v3_ind,175,5,80,3,0.799633,0.010499,0.788933,0.012474,0.682567,0.016441,0.668367,0.01766,0.668367,0.01766,0.8998,0.01013,0.967067,0.00281,0.929167,657.033333
qwen,sum,fb237_v3_ind,75,1,64,3,0.7938,0.011521,0.788833,0.013109,0.686767,0.010454,0.681333,0.006866,0.681333,0.006866,0.876433,0.030461,0.954867,0.018505,0.849467,316.266667
qwen,sum,fb237_v3_ind,100,1,96,3,0.796067,0.006052,0.7886,0.015259,0.6856,0.009627,0.6722,0.020847,0.6722,0.020847,0.889867,0.013552,0.967067,0.004244,0.888967,401.466667
qwen,sum,fb237_v3_ind,200,1,64,3,0.793867,0.002212,0.788367,0.014558,0.680233,0.009023,0.672167,0.020057,0.672167,0.020057,0.891767,0.015674,0.966733,0.00791,0.8951,735.766667
qwen,sum,fb237_v3_ind,200,1,80,3,0.7976,0.008191,0.7883,0.013528,0.682533,0.014893,0.672167,0.013676,0.672167,0.013676,0.889467,0.018105,0.968633,0.008686,0.901167,735.266667
qwen,sum,fb237_v3_ind,125,1,96,3,0.7946,0.005747,0.7881,0.013457,0.682167,0.012447,0.6703,0.017148,0.6703,0.017148,0.894067,0.014155,0.9652,0.007713,0.889233,486.633333
qwen,sum,fb237_v3_ind,175,1,64,3,0.795867,0.009043,0.787833,0.012793,0.689067,0.014075,0.673667,0.018331,0.673667,0.018331,0.8898,0.009986,0.961367,0.005773,0.878333,664.9
qwen,sum,fb237_v3_ind,125,5,96,3,0.797533,0.005729,0.7877,0.016719,0.681,0.008525,0.6676,0.025129,0.6676,0.025129,0.898633,0.013439,0.9671,0.005797,0.929167,490.4
qwen,sum,fb237_v3_ind,75,1,96,3,0.790633,0.005687,0.7871,0.010718,0.677533,0.006995,0.672567,0.013261,0.672567,0.013261,0.887167,0.013955,0.9629,0.00694,0.8766,313.266667
qwen,sum,fb237_v3_ind,50,10,80,3,0.801,0.008062,0.787033,0.022217,0.6933,0.015479,0.671067,0.03397,0.671067,0.03397,0.889067,0.015387,0.966333,0.006694,0.8881,234.7
qwen,sum,fb237_v3_ind,100,1,80,3,0.795433,0.007978,0.787033,0.018463,0.684467,0.012995,0.6722,0.020781,0.6722,0.020781,0.892933,0.019329,0.957967,0.013302,0.8774,404.1
qwen,sum,fb237_v3_ind,200,1,16,3,0.7931,0.006495,0.786933,0.012298,0.6806,0.013886,0.677567,0.018162,0.677567,0.018162,0.883733,0.006901,0.957167,0.005255,0.9041,726.6
qwen,sum,fb237_v3_ind,125,1,48,3,0.7906,0.0098,0.786933,0.007853,0.678733,0.017263,0.6779,0.007318,0.6779,0.007318,0.880267,0.009521,0.9564,0.007886,0.862933,484.3
qwen,sum,fb237_v3_ind,125,5,16,3,0.802067,0.004496,0.7866,0.014313,0.689067,0.006268,0.668,0.021669,0.668,0.021669,0.895233,0.009955,0.962867,0.004537,0.929167,479.366667
qwen,sum,fb237_v3_ind,100,10,48,3,0.7991,0.006974,0.786433,0.016726,0.686767,0.006969,0.666433,0.021392,0.666433,0.021392,0.896733,0.011467,0.962133,0.011632,0.9186,404.9
qwen,sum,fb237_v3_ind,75,1,80,3,0.794867,0.009017,0.786333,0.018758,0.685933,0.017816,0.671467,0.029854,0.671467,0.029854,0.883333,0.011336,0.962133,0.004864,0.863567,314
qwen,sum,fb237_v3_ind,100,5,48,3,0.795133,0.004368,0.7863,0.016897,0.682533,0.010961,0.667233,0.024015,0.667233,0.024015,0.8948,0.007494,0.961733,0.006213,0.8905,399
qwen,sum,fb237_v3_ind,200,1,32,3,0.7907,0.006275,0.786267,0.015119,0.6753,0.010912,0.6726,0.023853,0.6726,0.023853,0.887933,0.005577,0.9606,0.007653,0.913567,737.566667
qwen,sum,fb237_v3_ind,100,10,16,3,0.8012,0.006555,0.7854,0.011941,0.6856,0.008316,0.665667,0.017691,0.665667,0.017691,0.8925,0.001453,0.965967,0.011473,0.9289,400.166667
qwen,sum,fb237_v3_ind,50,5,96,3,0.794533,0.007433,0.785367,0.014423,0.683333,0.014854,0.666033,0.018769,0.666033,0.018769,0.887167,0.011758,0.964067,0.006824,0.8976,230.633333
qwen,sum,fb237_v3_ind,150,5,80,3,0.799233,0.005155,0.785367,0.010974,0.686,0.012062,0.664933,0.021901,0.664933,0.021901,0.893667,0.004718,0.966367,0.004055,0.904567,570.133333
qwen,sum,fb237_v3_ind,75,5,48,3,0.792067,0.010176,0.785267,0.014935,0.673733,0.014716,0.666067,0.021909,0.666067,0.021909,0.896767,0.010604,0.9629,0.006183,0.929167,314.566667
qwen,sum,fb237_v3_ind,175,500,16,3,0.7932,0.009732,0.785267,0.003011,0.693267,0.010404,0.6825,0.008272,0.6825,0.008272,0.867267,0.002411,0.9499,0.002512,0.716133,418.233333
qwen,sum,fb237_v3_ind,50,5,80,3,0.7946,0.007019,0.7852,0.017803,0.684867,0.013508,0.6711,0.023481,0.6711,0.023481,0.882967,0.015715,0.9606,0.006583,0.874967,233.466667
qwen,sum,fb237_v3_ind,150,1,80,3,0.791667,0.010543,0.785133,0.015188,0.676067,0.019657,0.670267,0.022308,0.670267,0.022308,0.886033,0.011155,0.9587,0.009015,0.895567,578.433333
qwen,sum,fb237_v3_ind,75,5,32,3,0.797,0.0007,0.785067,0.009846,0.682133,0.00175,0.667967,0.01253,0.667967,0.01253,0.889433,0.010538,0.959833,0.012979,0.914367,317.4
qwen,sum,fb237_v3_ind,75,10,16,3,0.795767,0.00776,0.7846,0.014944,0.677533,0.010075,0.662633,0.022907,0.662633,0.022907,0.8952,0.008514,0.967133,0.007406,0.929033,319.166667
qwen,sum,fb237_v3_ind,150,1,32,3,0.7908,0.005256,0.784367,0.018256,0.674067,0.009265,0.667633,0.028184,0.667633,0.028184,0.892533,0.0053,0.962133,0.00601,0.9208,572.633333
qwen,sum,fb237_v3_ind,175,1,16,3,0.79,0.00526,0.784333,0.009168,0.677167,0.012123,0.666433,0.01402,0.666433,0.01402,0.8883,0.001664,0.958667,0.006801,0.912567,654.3
qwen,sum,fb237_v3_ind,100,5,16,3,0.795467,0.006266,0.784133,0.012824,0.680633,0.010336,0.666067,0.021036,0.666067,0.021036,0.889433,0.006694,0.9648,0.006255,0.929167,396
qwen,sum,fb237_v3_ind,175,1,32,3,0.787533,0.012301,0.784067,0.01801,0.671833,0.017796,0.663767,0.019797,0.663767,0.019797,0.898667,0.018204,0.9606,0.012243,0.921733,649.166667
qwen,sum,fb237_v3_ind,75,500,16,3,0.793433,0.010325,0.784067,0.008976,0.6914,0.01411,0.6821,0.016271,0.6821,0.016271,0.8657,0.002623,0.952967,0.006232,0.7162,205.5
qwen,sum,fb237_v3_ind,150,1,96,3,0.7935,0.012565,0.7833,0.013157,0.6803,0.020854,0.665667,0.018751,0.665667,0.018751,0.888333,0.012505,0.963667,0.00281,0.910467,585.8
qwen,sum,fb237_v3_ind,75,1,48,3,0.786533,0.011719,0.783267,0.011472,0.672967,0.013459,0.672567,0.009765,0.672567,0.009765,0.878,0.020854,0.949133,0.006379,0.8879,314.4
qwen,sum,fb237_v3_ind,200,500,16,3,0.792933,0.011143,0.783133,0.004576,0.692933,0.013855,0.6802,0.007662,0.6802,0.007662,0.867633,0.002702,0.9476,0.002211,0.713667,444.366667
qwen,sum,fb237_v3_ind,50,5,16,3,0.791033,0.006918,0.7831,0.021617,0.680633,0.010531,0.666833,0.03025,0.666833,0.03025,0.886433,0.01297,0.959833,0.010098,0.877667,233.166667
qwen,sum,fb237_v3_ind,125,1,80,3,0.791633,0.014307,0.783067,0.026999,0.6795,0.023552,0.6665,0.038425,0.6665,0.038425,0.883733,0.016438,0.9568,0.010479,0.896133,487.633333
qwen,sum,fb237_v3_ind,150,500,16,3,0.790433,0.012341,0.782933,0.004368,0.691,0.012786,0.6802,0.00756,0.6802,0.00756,0.8646,0.005632,0.949533,0.004864,0.713967,370.233333
qwen,sum,fb237_v3_ind,100,500,16,3,0.791967,0.011754,0.782567,0.003175,0.692933,0.013004,0.677533,0.005456,0.677533,0.005456,0.868,0.005632,0.951067,0.006853,0.715033,259.933333
qwen,sum,fb237_v3_ind,125,500,16,3,0.788467,0.009001,0.782533,0.003356,0.686367,0.008503,0.678267,0.00714,0.678267,0.00714,0.866867,0.003172,0.947233,0.004452,0.713933,311.333333
qwen,sum,fb237_v3_ind,150,1,16,3,0.7889,0.008861,0.7823,0.023177,0.677933,0.0141,0.664933,0.03376,0.664933,0.03376,0.885267,0.017654,0.961367,0.012701,0.901933,564.8
qwen,sum,fb237_v3_ind,100,5,32,3,0.7923,0.007036,0.7822,0.014502,0.675267,0.00748,0.661833,0.019461,0.661833,0.019461,0.889833,0.010856,0.9614,0.014476,0.926333,404.2
qwen,sum,fb237_v3_ind,50,5,32,3,0.791,0.005047,0.7818,0.010887,0.676767,0.006483,0.664167,0.014932,0.664167,0.014932,0.887167,0.003853,0.956367,0.008225,0.902233,232.8
qwen,sum,fb237_v3_ind,200,1000,96,3,0.785433,0.012765,0.781533,0.000709,0.682567,0.016642,0.6798,0.00217,0.6798,0.00217,0.8615,0.003051,0.942633,0.003925,0.704667,609.5
qwen,sum,fb237_v3_ind,75,1,32,3,0.7867,0.002663,0.781467,0.012873,0.672533,0.001222,0.6741,0.014015,0.6741,0.014015,0.873,0.011324,0.950667,0.011401,0.897433,317.3
qwen,sum,fb237_v3_ind,50,500,16,3,0.790033,0.010841,0.7814,0.003483,0.689433,0.013249,0.679033,0.005886,0.679033,0.005886,0.8619,0.00459,0.949133,0.006158,0.711933,154.033333
qwen,sum,fb237_v3_ind,150,1,64,3,0.791367,0.007702,0.781233,0.009975,0.6818,0.019157,0.667567,0.016102,0.667567,0.016102,0.881067,0.008891,0.956767,0.004583,0.874267,576.166667
qwen,sum,fb237_v3_ind,175,1,96,3,0.793433,0.007333,0.780967,0.013639,0.6787,0.0105,0.659933,0.019111,0.659933,0.019111,0.892167,0.012009,0.961733,0.003395,0.914033,649.5
qwen,sum,fb237_v3_ind,175,1000,96,3,0.7859,0.011915,0.780733,0.004124,0.684867,0.012529,0.679433,0.007966,0.679433,0.007966,0.862667,0.00649,0.9449,0.002972,0.704867,531.833333
qwen,sum,fb237_v3_ind,75,5,16,3,0.795033,0.006062,0.780167,0.019502,0.682933,0.008491,0.658067,0.030256,0.658067,0.030256,0.8883,0.008921,0.964433,0.007118,0.924633,315.933333
qwen,sum,fb237_v3_ind,100,1,16,3,0.787733,0.0064,0.780167,0.013152,0.671833,0.008981,0.664133,0.020209,0.664133,0.020209,0.8833,0.006369,0.959433,0.007731,0.918,395.5
qwen,sum,fb237_v3_ind,50,1,48,3,0.786867,0.003707,0.780033,0.010745,0.670233,0.002779,0.6611,0.013228,0.6611,0.013228,0.887933,0.008424,0.9587,0.0033,0.882967,233.3
qwen,sum,fb237_v3_ind,100,1,64,3,0.793933,0.016784,0.780033,0.007391,0.689867,0.025455,0.666033,0.008864,0.666033,0.008864,0.8795,0.00927,0.9541,0.00694,0.8659,401.066667
qwen,sum,fb237_v3_ind,125,1000,96,3,0.784933,0.011083,0.779433,0.005879,0.6822,0.01351,0.6779,0.012258,0.6779,0.012258,0.860733,0.002021,0.944533,0.004447,0.705633,392.133333
qwen,sum,fb237_v3_ind,150,1,48,3,0.7844,0.003551,0.779267,0.015315,0.667967,0.005297,0.658033,0.022307,0.658033,0.022307,0.886033,0.012356,0.960233,0.005785,0.9272,577.233333
qwen,sum,fb237_v3_ind,50,1000,96,3,0.7845,0.010263,0.778667,0.002272,0.682167,0.01119,0.676367,0.005129,0.676367,0.005129,0.861133,0.00138,0.9453,0.003859,0.7046,190.966667
qwen,sum,fb237_v3_ind,125,1,16,3,0.7905,0.003365,0.778633,0.011684,0.676033,0.006427,0.658433,0.018266,0.658433,0.018266,0.885233,0.008495,0.961767,0.006435,0.929167,481.233333
qwen,sum,fb237_v3_ind,100,1000,96,3,0.7837,0.010046,0.7786,0.006051,0.682167,0.012107,0.675967,0.011716,0.675967,0.011716,0.858867,0.00479,0.943767,0.001973,0.700533,327.966667
qwen,sum,fb237_v3_ind,125,1,32,3,0.786133,0.009753,0.7784,0.020263,0.670633,0.012233,0.660733,0.028377,0.660733,0.028377,0.8822,0.007869,0.959833,0.01012,0.922033,478.7
qwen,sum,fb237_v3_ind,175,1,48,3,0.785933,0.009268,0.7776,0.013814,0.667967,0.011082,0.6561,0.020906,0.6561,0.020906,0.8891,0.009277,0.962133,0.007404,0.911667,656.733333
qwen,sum,fb237_v3_ind,125,1000,80,3,0.782433,0.012926,0.777567,0.00085,0.679867,0.014658,0.674867,0.00261,0.674867,0.00261,0.8596,0.000436,0.9407,0.003297,0.700333,366.466667
qwen,sum,fb237_v3_ind,75,1000,80,3,0.7821,0.012553,0.777533,0.002108,0.679467,0.016795,0.674433,0.005928,0.674433,0.005928,0.858867,0.002572,0.942633,0.002892,0.699567,235.466667
qwen,sum,fb237_v3_ind,50,1000,80,3,0.782833,0.011907,0.7773,0.005311,0.680267,0.01513,0.676,0.012586,0.676,0.012586,0.856533,0.002954,0.942233,0.004623,0.6995,177.233333
qwen,sum,fb237_v3_ind,50,1,80,3,0.783967,0.008145,0.7771,0.016195,0.668767,0.011547,0.6607,0.022563,0.6607,0.022563,0.8761,0.013572,0.9579,0.009513,0.8869,232.7
qwen,sum,fb237_v3_ind,100,1000,80,3,0.7806,0.011441,0.776967,0.003313,0.6772,0.012401,0.673667,0.005787,0.673667,0.005787,0.860367,0.003256,0.943733,0.002259,0.6972,297.733333
qwen,sum,fb237_v3_ind,75,1000,96,3,0.786,0.008748,0.776867,0.005519,0.6837,0.009613,0.672167,0.010076,0.672167,0.010076,0.861533,0.003201,0.9453,0.003372,0.701467,260.933333
qwen,sum,fb237_v3_ind,150,1000,80,3,0.781433,0.010874,0.7768,0.004045,0.678333,0.013793,0.675233,0.005805,0.675233,0.005805,0.857333,0.003113,0.941067,0.000513,0.6994,426.333333
qwen,sum,fb237_v3_ind,150,1000,96,3,0.785167,0.011694,0.776267,0.007406,0.683733,0.014453,0.672567,0.013442,0.672567,0.013442,0.859233,0.00195,0.9438,0.005897,0.699167,473.033333
qwen,sum,fb237_v3_ind,100,1,32,3,0.7848,0.006938,0.7758,0.016069,0.670233,0.006904,0.657667,0.024463,0.657667,0.024463,0.884867,0.010361,0.9541,0.004887,0.924967,400.6
qwen,sum,fb237_v3_ind,100,1,48,3,0.788933,0.002991,0.774967,0.023483,0.674433,0.002957,0.6546,0.031412,0.6546,0.031412,0.8818,0.016408,0.957167,0.009118,0.910767,400.9
qwen,sum,fb237_v3_ind,50,1,16,3,0.780867,0.008266,0.774533,0.019393,0.667233,0.012875,0.655,0.026431,0.655,0.026431,0.883733,0.014613,0.956,0.010266,0.874933,243.366667
qwen,sum,fb237_v3_ind,175,1000,80,3,0.782667,0.011814,0.7745,0.002646,0.680267,0.013452,0.669867,0.006513,0.669867,0.006513,0.8577,0.002551,0.9403,0.002816,0.698633,509.2
